conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1882993167135585024,Sat Jan 25 05:08:02 +0000 2025,0,typo anyingggg sesar apaan sesar lembang????,1883018971114586210,,carpentrest,in,,0,1,0,https://x.com/undefined/status/1883018971114586210,1284778320626774016,
1882615041507368960,Fri Jan 24 08:16:49 +0000 2025,9,byan wirarama di zona sesar lembang https://t.co/tql01RUY9x,1882704095376769361,https://pbs.twimg.com/media/GiC1Za6aMAAerZ3.jpg,foudebws,in,,0,0,0,https://x.com/undefined/status/1882704095376769361,1814600173160701952,
1882615041507368960,Fri Jan 24 02:22:57 +0000 2025,125,bang byaaaaan jadi gimana nih bang apa mitigation efforts yg bisa diambil supaya tetep aman saat kita berada di jalur aktif zona sesar lembang???? jawab baaanggg jangan pose ganteng bangggg https://t.co/wDOXlI8XTr,1882615041507369059,https://pbs.twimg.com/media/GiBkZllbwAATokC.jpg,,in,,1,3,5,https://x.com/undefined/status/1882615041507369059,1814600173160701952,
1881921525089186048,Wed Jan 22 07:28:20 +0000 2025,2,@PenculikBangsat Apa kabar juga stasiun padarang kereta cepat yg masuk dlm peta patahan aktif sesar lembang (dg potensi gempa skala 6 5 - 7 magnitudo) ,1881967118549475427,,MarioIs_MyName,in,,0,1,0,https://x.com/undefined/status/1881967118549475427,1339383991,
1881703337340604928,Tue Jan 21 14:03:46 +0000 2025,1,dari kecil main SimCity dulu suka banget gambar jalan tol demen explore forum SkyscraperCity tugas jurspes soal ruang terbuka hijau skripsi soal sesar Lembang .. (random thoughts continues),1881704242463068486,,madsimad,in,,0,0,0,https://x.com/undefined/status/1881704242463068486,44855315,
1881507398558659072,Tue Jan 21 02:45:18 +0000 2025,0,@loveurzalf lembang sesar,1881533501201367446,,seazaltlatte,in,,0,0,0,https://x.com/undefined/status/1881533501201367446,1457745991952601088,
1880834920538640896,Sun Jan 19 16:58:42 +0000 2025,0,@nellesta__ jadi inget tentang sesar lembang itu,1881023489282539572,,nellesta__,in,,0,0,0,https://x.com/undefined/status/1881023489282539572,1753433987895435008,
1880834920538640896,Sun Jan 19 11:56:21 +0000 2025,0,@nellesta__ sesar lembang sih ngeri takut banget,1880947403584585870,,nellesta__,in,,0,0,0,https://x.com/undefined/status/1880947403584585870,500593556,
1880834920538640896,Sun Jan 19 10:30:22 +0000 2025,0,@nellesta__ paling ngeri si katanya sesar lembang,1880925765145149497,,nellesta__,in,,0,0,0,https://x.com/undefined/status/1880925765145149497,1433750119946472960,
1880834920538640896,Sun Jan 19 04:37:16 +0000 2025,0,Sesar Lembang: Berada di sekitar Bandung Jawa Barat dan memiliki potensi gempa yang perlu diwaspadai. Sesar sangat penting dipelajari karena berkaitan erat dengan mitigasi bencana alam. Dengan memahami pergerakan sesar kita bisa lebih siap menghadapi potensi bencana. ,1880836901747441776,,nellesta__,in,,0,0,0,https://x.com/undefined/status/1880836901747441776,352451595,
1880193405294374912,Fri Jan 17 11:14:57 +0000 2025,0,@Duntzrawk @infobdg Lewat sesar lembang mereun,1880212208631836971,,Duntzrawk,in,,0,0,0,https://x.com/undefined/status/1880212208631836971,40375504,
1880074523057200896,Fri Jan 17 05:45:16 +0000 2025,0,@BaseBDG Lembang jgn di apa2in lagi bisa ga sih ngeri nyenggol sesar ,1880129238743019717,,BaseBDG,in,,0,0,0,https://x.com/undefined/status/1880129238743019717,139004851,
1880082526095699968,Fri Jan 17 02:39:39 +0000 2025,0,hariwang ku sesar lembang pak kumaha ieu?,1880082526095700319,,,in,,0,0,0,https://x.com/undefined/status/1880082526095700319,1550940538597409024,
1880079301426733056,Fri Jan 17 02:26:50 +0000 2025,0,ngaliwatan sesar lembang teu paur euy,1880079301426733127,,,in,,0,0,0,https://x.com/undefined/status/1880079301426733127,1135818094541065984,
1879859675241553920,Thu Jan 16 12:19:33 +0000 2025,0,@HazelnutChoco69 Jangan kak. Sesar lembang meledak pun kucing dan PC gw adalah priortas ,1879866074700918997,,HazelnutChoco69,in,,0,1,0,https://x.com/undefined/status/1879866074700918997,1861956843817538048,
1879693262015095040,Thu Jan 16 01:59:59 +0000 2025,0,@FindingAsu sesar lembang,1879710155887268035,,FindingAsu,in,,0,0,0,https://x.com/undefined/status/1879710155887268035,1177085890482490880,
1879426207093288960,Wed Jan 15 16:58:30 +0000 2025,0,@PRFMnews Pak gk inget sesar lembang yaaa? Gk usah bikin tol/jembatan dll. Benahi transportasi umum benahi pungli Mau parisiwisata maju tpi pungli merajarela euyy,1879573887450759447,,PRFMnews,in,,0,0,0,https://x.com/undefined/status/1879573887450759447,308900093,
1879540130345792000,Wed Jan 15 14:44:24 +0000 2025,0,Soal ini sa selalu ingat saat ikut int. conference Endinamosis di ITB tahun 2019. Saat itu LIPI udah berbusa-busa preaentasi panel soal bahaya sesar Lembang dn iyu gak matching sama proyek KCIC. Udah memberi saran ke pemerintah. Tapi apa? Kita tahu sendiri political will lagi.,1879540142802944112,,radenmasdimas__,in,,0,1,0,https://x.com/undefined/status/1879540142802944112,3049420736,
1879496420220441088,Wed Jan 15 12:17:45 +0000 2025,0,@dobelden @infoBMKG Mungkin karena ini https://t.co/ODlo1ljSco,1879503234940965155,,dobelden,in,,0,1,0,https://x.com/undefined/status/1879503234940965155,62059706,
1879426207093288960,Wed Jan 15 10:27:15 +0000 2025,0,@PRFMnews Apa kabar itu sesar Lembang? Cipularang aja sering ambles gitu.,1879475425367474336,,PRFMnews,in,,0,0,0,https://x.com/undefined/status/1879475425367474336,73327619,
1879019255112638976,Wed Jan 15 03:26:03 +0000 2025,0,@Outstandjing Ga akan pd takut sesar lembang soalnya ,1879369430779769071,,Outstandjing,in,,0,0,0,https://x.com/undefined/status/1879369430779769071,63427097,
1879116310803803904,Tue Jan 14 23:00:50 +0000 2025,0,@zakiberkata Dayum and Bandung still safe. (Tapi ada sesar lembang there).,1879302682911072606,,zakiberkata,in,,0,0,0,https://x.com/undefined/status/1879302682911072606,1868451594469302016,
1879135434158294016,Tue Jan 14 11:56:14 +0000 2025,0,Melihat getsk gerik pemerintah sepertinya sesar lembang sebentar lagi.......,1879135434158293409,,,in,,0,1,0,https://x.com/undefined/status/1879135434158293409,875763686337462272,
1879015959421394944,Tue Jan 14 05:00:57 +0000 2025,0,@connoyseur @zakiberkata sesar lembang,1879030923892867287,,connoyseur,in,,0,0,0,https://x.com/undefined/status/1879030923892867287,1144044241837937024,
1879019255112638976,Tue Jan 14 04:47:01 +0000 2025,0,@Outstandjing terus kena sesar Lembang ,1879027418327032178,,Outstandjing,in,,0,0,0,https://x.com/undefined/status/1879027418327032178,125916074,
1876460383609008896,Tue Jan 07 20:15:45 +0000 2025,0,@nittzone @zakiberkata Takut tuh sama Allah bukan sama sesar lembang... Alam ini bergerak atas kehendak Allah jadi yang perlu di waspadai itu pemicu murkaNya Allah..,1876724423421575494,,nittzone,in,,0,2,0,https://x.com/undefined/status/1876724423421575494,1752224932233433088,
1876615744399785984,Tue Jan 07 15:18:53 +0000 2025,1,@duniaqtoy mau yuk... https://t.co/Cj7OgvvRJR,1876649714357240296,,duniaqtoy,in,,0,1,0,https://x.com/undefined/status/1876649714357240296,191503807,
1875898081625157888,Mon Jan 06 14:04:21 +0000 2025,0,@spicytepanyaki Nunggu sesar lembang kebuka dikit,1876268572298879399,,spicytepanyaki,in,,0,0,0,https://x.com/undefined/status/1876268572298879399,1840785653598174976,
1875800359953960960,Sun Jan 05 12:43:42 +0000 2025,0,@aruul_9 Ditunggu konten masak2 dan bedah taktik menghadapi bencana sesar lembang awokwokwowk,1875885888607277170,,aruul_9,in,,0,0,0,https://x.com/undefined/status/1875885888607277170,1578082844110336000,
1875793085411815936,Sun Jan 05 06:34:56 +0000 2025,5,apa yang dilakukan mahasiswa astronomi di sesar lembang https://t.co/npj8AmkKfn,1875793085411815576,https://pbs.twimg.com/media/Gggn245a8AAdJzf.jpg,,in,,0,1,0,https://x.com/undefined/status/1875793085411815576,1779679331650014976,
1875609065256308992,Sat Jan 04 18:33:31 +0000 2025,0,@rindohu iy jam 6 nanti gw bikin tambah ancur gw sentil sesar lembang,1875611532677247074,,rindohu,in,,0,0,0,https://x.com/undefined/status/1875611532677247074,1640625469057016064,
1875200177067512064,Fri Jan 03 15:18:56 +0000 2025,4,setiap gw liat kata straightphobic sesar lembang maju semeter,1875200177067511971,,,in,,0,1,0,https://x.com/undefined/status/1875200177067511971,1359423007588904960,
1875115071569084928,Fri Jan 03 09:40:45 +0000 2025,9,pengen bikin au lokal fantasy gitu semacem moving / xmen / boku hero academia... gara2 bahas prompt sesar lembang ama juragan nih wkwkwkwk,1875115071569084613,,,in,,0,3,0,https://x.com/undefined/status/1875115071569084613,1809872443022115072,
1875042528962994944,Fri Jan 03 04:53:09 +0000 2025,0,@BaseBDG Dibere panas ngeluh dibere hujan ngeluh sateh lila2 mah dibere sesar lembang,1875042695846269104,,BaseBDG,in,,0,0,0,https://x.com/undefined/status/1875042695846269104,323122313,
1885395532924980992,Fri Jan 31 23:40:23 +0000 2025,0,@adindapeef Imbas banjir ya kak,1885473232146620472,,adindapeef,in,,0,1,0,https://x.com/undefined/status/1885473232146620472,1234669540451081984,
1885472925438140928,Fri Jan 31 23:39:10 +0000 2025,0,backsoundnya miracle mah gokill anjir. dah banjir di tempat,1885472925438140550,,,in,,0,0,0,https://x.com/undefined/status/1885472925438140550,980405282428743680,
1885472744823022080,Fri Jan 31 23:38:27 +0000 2025,0,Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta kembali melaksanakan Operasi Modifikasi Cuaca (OMC) selama 6 hari kedepan mulai hari ini 1 Februari. Langkah ini dilakukan untuk mengantisipasi curah hujan tinggi yang dapat meningkatkan risiko genangan dan banjir di wilayah https://t.co/dpEpbRilNw,1885472744823022060,https://pbs.twimg.com/media/GiqLduDa8AAgpyj.jpg,,in,,0,0,0,https://x.com/undefined/status/1885472744823022060,121640063,
1885471639401619968,Fri Jan 31 23:37:38 +0000 2025,0,anjir lah banjir banget baca nya sambil denger if u cloud see me cryin' in my room ,1885472538324852898,,lovingdongren,in,,0,0,0,https://x.com/undefined/status/1885472538324852898,1788465640845836032,
1885472419647022080,Fri Jan 31 23:37:26 +0000 2025,0,Kecamatan Cilincing Jakarta Utara. Kegiatan ini dilakukan untuk memberikan bantuan langsung kepada warga yang terdampak banjir. Banjir yang melanda kawasan RW 001 dan RW 004 Kelurahan Semper Barat menyebabkan sejumlah rumah terendam terutama di daerah pemukiman padat.,1885472489683456192,,MingguPolsek,in,,0,1,0,https://x.com/undefined/status/1885472489683456192,1336902722105164032,
1885472464337253120,Fri Jan 31 23:37:20 +0000 2025,0,Awowowok banjir,1885472464337252839,,,in,,0,0,0,https://x.com/undefined/status/1885472464337252839,1404276411108495104,
1885372090968399872,Fri Jan 31 23:33:53 +0000 2025,0,@suneokurus Ya Allah inget jaman aku sekolah pas banjir dulu semoga berkah perjuangan mu dek ,1885471594367377686,,cuitancapybara,in,,0,0,0,https://x.com/undefined/status/1885471594367377686,768328967015149568,
1885244181666238976,Fri Jan 31 23:33:35 +0000 2025,0,@addogerardo @tanyarlfes Kadang kalo kita diwilayah rawan banjir dihindarin kak. Atau daerah rawan macet kalau hujan,1885471519670956519,,addogerardo,in,,0,1,0,https://x.com/undefined/status/1885471519670956519,1386170104975707904,
1885470944317367040,Fri Jan 31 23:31:18 +0000 2025,0,Bibit Siklon Tropis Picu Angin Kencang di Jawa Tengah Waspadai Banjir dan Tanah Longsor https://t.co/Gh9DaToFoG,1885470944317366642,,,in,,0,0,0,https://x.com/undefined/status/1885470944317366642,294004682,
1885470433497276928,Fri Jan 31 23:29:16 +0000 2025,3,Pendaki pendaki Saiki tujuane neng gunung ngopo to? Enek sek ditandu Enek sek keno banjir enek sek ninggali kancane enek sek pacaran tapi bar kui putus ngakak sih kalau yg terakhir ,1885470433497276681,,,in,,1,6,0,https://x.com/undefined/status/1885470433497276681,1299518398703889920,
1885470224889090048,Fri Jan 31 23:28:26 +0000 2025,2,"#AWANIpagi bersama @amirul_AWANI &amp;"" @farhanxhakimi Perkembangan banjir di Sabah dan Sarawak Kes tembak Tanjung Rhu: Anwar beri jaminan siasatan telus Perintah gaji minimum RM1 700 berkuat kuasa hari ini #AWANInews https://t.co/a9lYUFQiAZ""",1885470224889090203,,,in,,0,0,2,https://x.com/undefined/status/1885470224889090203,497665754,
1885318973425934080,Fri Jan 31 23:27:00 +0000 2025,0,@TMPNews_ Semoga dipermudahkan segala urusan dan diberikan perhatian kepada kebajikan mangsa-mangsa banjir.,1885469864149827680,,TMPNews_,in,,0,0,0,https://x.com/undefined/status/1885469864149827680,1720065605997679104,
1884481054716662016,Fri Jan 31 23:24:34 +0000 2025,0,@soni_akun_kedua @Tan_Mar3M @Gojekmilitan Tapi pas ganti ke Anies sempet tuh banjir karena gak ada pengerukan sungai ,1885469251454247183,,kenta_narukami,in,,0,0,0,https://x.com/undefined/status/1885469251454247183,354591219,
1884481054716662016,Fri Jan 31 23:24:01 +0000 2025,1,@soni_akun_kedua @Tan_Mar3M @Gojekmilitan Emangnya Anies mau diajak kerja sama dengan pusat ? Orang keliatannya kontra mulu Di tempat gue sih pas Jokowi jadi gubernur dan lanjut ke Ahok udah gak ada banjir lagi soalnya sama mereka kali Ciliwung tempat gue dibuatin semacam tanggul -,1885469113390424523,,soni_akun_kedua,in,,0,1,0,https://x.com/undefined/status/1885469113390424523,354591219,
1885140601613804032,Fri Jan 31 23:23:56 +0000 2025,0,@WatchmenID Mayan lah tapi yg katanya reviewer sedihhh bgt tuh gak sedih bgt sih kalo menurut gw sedih sekedar berkaca kaca aja. Gak yang sedih banjir kek pas nonton how to grandma,1885469092502790349,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1885469092502790349,1672173984455225088,
1884947055669551104,Fri Jan 31 23:21:50 +0000 2025,0,@Ndrewstjan Bocil ini org manasih ? Main2 sini ke kamp melayu atau daerah cibubur munjul yg dulu sering banjir tp sejak 2020 an udah ga banjir lagi,1885468562007220252,,Ndrewstjan,in,,0,0,0,https://x.com/undefined/status/1885468562007220252,1205920143861154048,
1885298666615037952,Fri Jan 31 23:18:56 +0000 2025,1,@DokterTifa Siapa yg mau pindah ke daerah RAWAN BANJIR ? IKN Istananya Koruptor Nasional Misteriusss https://t.co/DhktOtBBlm,1885467835524407369,https://pbs.twimg.com/media/GiqHARjbcAAlABZ.jpg,DokterTifa,in,,0,0,0,https://x.com/undefined/status/1885467835524407369,1830928665825444096,
1884481054716662016,Fri Jan 31 23:18:55 +0000 2025,0,@Tan_Mar3M Gimana? Pasca ditinggal Anies? Lah emang di masanya Anies gak banjir lagi? ,1885467828452761607,,Tan_Mar3M,in,,0,0,0,https://x.com/undefined/status/1885467828452761607,354591219,
1884947055669551104,Fri Jan 31 23:18:35 +0000 2025,4,@Ndrewstjan Jadi inget dulu siswa sma X jakarta cerita jaman foke banjir disekolahnya se dada org dewasa pas jaman jokowi ahok alhamdulillah cuman se mata kaki cuman dari lantai 2 wkwkwkwkwk,1885467743857893687,,Ndrewstjan,in,,0,0,0,https://x.com/undefined/status/1885467743857893687,1205920143861154048,
1884495255787187968,Fri Jan 31 23:18:15 +0000 2025,0,@Yurissa_Samosir @psi_id @aniesbaswedan Gimana... Gimanaaa... Sudah bukan jadi prioritas kami soal banjir jakarta Krn Maaf kami lagi nyari sempak yg tertinggal ...,1885467660420604310,,Yurissa_Samosir,in,,0,0,0,https://x.com/undefined/status/1885467660420604310,2476724334,
1885372192172687872,Fri Jan 31 23:18:04 +0000 2025,0,@suneokurus bjir banjir nya tinggi banget,1885467615340224781,,cuitancapybara,in,,0,0,0,https://x.com/undefined/status/1885467615340224781,2758540619,
1885461766668452096,Fri Jan 31 23:17:01 +0000 2025,1,@imbackbroo Selamat pagi Kak. Jalur Gubug-Karangjati saat ini belum dapat dilalui sehubungan terdapat perbaikan imbas adanya banjir dan luapan air kembali pada lintas tersebut sehingga menunggu aman untuk dilalui. Namun untuk perjalanan KA di tanggal 2 Februari belum tersedia informasi,1885467349945638956,,imbackbroo,in,,0,0,0,https://x.com/undefined/status/1885467349945638956,516165629,
1885372192172687872,Fri Jan 31 23:16:06 +0000 2025,0,@suneokurus Hahaha itu banjir air kopi susu,1885467122257846346,,cuitancapybara,in,,0,0,0,https://x.com/undefined/status/1885467122257846346,1084942119607783040,
1885466858595507968,Fri Jan 31 23:15:04 +0000 2025,1,banjir semwa ni balik smg gimana,1885466858595508440,,,in,,0,1,0,https://x.com/undefined/status/1885466858595508440,1207899099300711936,
1885306410621427968,Fri Jan 31 23:12:25 +0000 2025,2,@blisonny Banjir jakarta zaman Anies lebih parah dari sekarang.,1885466193957708282,,blisonny,in,,0,0,0,https://x.com/undefined/status/1885466193957708282,1641834063081373952,
1885466156217360896,Fri Jan 31 23:12:16 +0000 2025,0,BPBD Pastikan Banjir di Jakarta Telah Surut https://t.co/T9WN0ZUXop,1885466156217360773,,,in,,0,0,0,https://x.com/undefined/status/1885466156217360773,2544978158,
1885321823153538048,Fri Jan 31 23:11:30 +0000 2025,0,@biyubibielies banjir,1885465964718010774,,biyubibielies,in,,0,1,0,https://x.com/undefined/status/1885465964718010774,1439245529179845120,
1884944217916763904,Fri Jan 31 23:09:43 +0000 2025,2,@twentyfirstof3 @giIangmahesa @2ndonesia https://t.co/fZoS7dX5eS Jakarta banjir malah kabur ke Surabaya,1885465512626577880,,twentyfirstof3,in,,0,0,0,https://x.com/undefined/status/1885465512626577880,1753679625992143104,
1885463916861678080,Fri Jan 31 23:07:27 +0000 2025,0,Ucapan El yg ini beneran bikin mata gw banjir https://t.co/CWXS9UNPWK,1885464944889782378,https://pbs.twimg.com/media/GiqEYBbaEAAqiPi.jpg,Chriscrush_97,in,,0,0,0,https://x.com/undefined/status/1885464944889782378,1318342573602139904,
1885464854599001088,Fri Jan 31 23:07:06 +0000 2025,0,BANTUAN LAZ Sidogiri PULIHKAN AIR BERSIH UNTUK 9 DUSUN TERDAMPAK BANJIR DI BONDOWOSO Bondowoso Kamis (23/01/2025) Setelah dilanda bencana banjir yang menyebabkan seluruh sumber air mati total sembilan dusun di Desa Pakisan Kecamatan Tlogosari Bondowoso akhirnya https://t.co/0LTDLsYlx9,1885464854599000566,https://pbs.twimg.com/media/GiqESvHbYAI49gD.jpg,,in,,0,0,0,https://x.com/undefined/status/1885464854599000566,2193262729,
1885314824307171072,Fri Jan 31 23:07:00 +0000 2025,0,@smooethly Pagi pagi buka update an banjir air mata,1885464829072466281,,smooethly,in,,0,0,0,https://x.com/undefined/status/1885464829072466281,1389404509475016960,
1885306410621427968,Fri Jan 31 23:05:33 +0000 2025,0,@blisonny Anis kan kgak bisa kerja.yg bisa kerja itu orangnya jokowi. Dan terbukti sehari setelah di lantik jadi pj gubernur pj heru langsung melakukan normalisasi sungai2 waduk2 di keruk yg tak pernah anis lakukan.sumur resapan langsung stop. Dan jakarta langsung bebas banjir https://t.co/3zufAfuoGf,1885464465879277745,https://pbs.twimg.com/media/GiqD8FrbYAEeE0_.jpg,blisonny,in,,0,0,0,https://x.com/undefined/status/1885464465879277745,1662800354789175040,
1885464133895939072,Fri Jan 31 23:04:14 +0000 2025,68,NGO syarikat korporat diseru bantu mangsa banjir di Kota Marudu https://t.co/KqkMGF8IXM #themalaysiapress #bangsamalaysia #informasiberfaktamembukaminda #ICYMI,1885464133895938545,,,in,,0,25,37,https://x.com/undefined/status/1885464133895938545,1833340149369082112,
1885464007001379072,Fri Jan 31 23:03:44 +0000 2025,0,Fenomena buaya bersantai di tebing sungai adalah perkara biasa namun bertukar menjadi detik cemas apabila banjir. Strim live di https://t.co/XMTbm9wVSI atau di aplikasi MYTV Mana-Mana Unifi TV dan Astro GO sekarang! #TVS122 #TVSNews #TVSarawak https://t.co/EOrW6PvYm4,1885464007001378893,,,in,,0,0,0,https://x.com/undefined/status/1885464007001378893,2821017554,
1885407557877195008,Fri Jan 31 23:01:41 +0000 2025,0,@miekuwahrawit Betulll tinggal kocok pake tisu-sabun-air minyak membandel hilang bahkan nyuci luarnya juga jadi lebih gampang kesetnya Kalo setrika aduhlah bisa banjir keringetan,1885463491106267593,,miekuwahrawit,in,,0,1,0,https://x.com/undefined/status/1885463491106267593,1421076084322308096,
1885188797257723904,Fri Jan 31 23:01:35 +0000 2025,1,@abang_aul @convomf Agung Sedayu punya HGB sejak zaman Nabi Nuh sebelun banjir besar.,1885463468045906238,,abng_aull,in,,0,0,0,https://x.com/undefined/status/1885463468045906238,1816274004107484928,
1884944217916763904,Fri Jan 31 23:00:39 +0000 2025,2,@twentyfirstof3 @giIangmahesa @2ndonesia https://t.co/kf1we4BbcY Sungainya dinaturalisasi itu maksudnya gimana,1885463230526742759,,twentyfirstof3,in,,0,0,0,https://x.com/undefined/status/1885463230526742759,1753679625992143104,
1885461191570711040,Fri Jan 31 23:00:31 +0000 2025,0,@branwkas banjir ga kak ditempatmu?,1885463198826192959,,branwkas,in,,0,1,0,https://x.com/undefined/status/1885463198826192959,1757631050036171008,
1885462915735838976,Fri Jan 31 22:59:23 +0000 2025,0,Hari ini udah ga PJJ siap menerjang banjir untuk bekerja,1885462915735839182,,,in,,0,0,0,https://x.com/undefined/status/1885462915735839182,536931073,
1885312911129838080,Fri Jan 31 22:55:28 +0000 2025,0,@CNNIndonesia Siapa yg mau pindah ke daerah RAWAN BANJIR ? IKN Istananya Koruptor Nasional https://t.co/EgR2Y5O7PP,1885461929399115836,https://pbs.twimg.com/media/GiqBnvdbYAA3PTR.jpg,CNNIndonesia,in,,0,0,0,https://x.com/undefined/status/1885461929399115836,1830928665825444096,
1885344179750134016,Fri Jan 31 22:54:56 +0000 2025,6,@zy_zy_lestary Dan entah kebetulan atau tidak Bali dan Jakarta sama busuknya. Problem keduanya juga sama. Macet banjir arogansi pengguna jalan dll.,1885461795831505402,,zy_zy_lestary,in,,0,7,0,https://x.com/undefined/status/1885461795831505402,1760157328291270912,
1885461410366578944,Fri Jan 31 22:53:25 +0000 2025,1,Satlantas Polres Banjar melaksanakan Bhakti Sosial kepada warga yang terdampak banjir di Desa Tanjung Rema Martapura yang dipimpin langsung oleh Kasatlantas Polres Banjar AKP Risda idfira S.I.K. https://t.co/shMhl5ebmc,1885461410366578753,https://pbs.twimg.com/ext_tw_video_thumb/1885461318729437184/pu/img/3FrWlxw2gU9DuodZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1885461410366578753,928828408447959040,
1885461233949893120,Fri Jan 31 22:52:43 +0000 2025,0,Bank perluaskan bantuan kepada pelanggan terjejas banjir di Sabah dan Sarawak https://t.co/64tPY9jXTI,1885461233949893038,,,in,,0,0,0,https://x.com/undefined/status/1885461233949893038,956573006,
1885461069168336896,Fri Jan 31 22:52:03 +0000 2025,0,Pengin keretaan tapi takut gabisa pulang karna banjir,1885461069168337392,,,in,,0,0,0,https://x.com/undefined/status/1885461069168337392,1047109513,
1885460442325410048,Fri Jan 31 22:49:34 +0000 2025,0,Kapolres Berikan Bantuan Sembako untuk Warga Terdampak Banjir Kapolres Pelabuhan Tanjung Priok AKBP Dr. Martuasah H. Tobing S.I.K. M.H. secara langsung memimpin kegiatan patroli dan monitoring sekaligus memberikan bantuan sembako. https://t.co/FVkiPjNcKF,1885460442325410088,https://pbs.twimg.com/ext_tw_video_thumb/1885460364219080704/pu/img/MGY36iz-4GezM9bl.jpg,,in,,0,0,0,https://x.com/undefined/status/1885460442325410088,1594221561703150080,
1884481054716662016,Fri Jan 31 22:49:19 +0000 2025,0,@YoYoAyo17845 @Tan_Mar3M Anis kan kgak bisa kerja.yg bisa kerja kan orangnya jokowi.sebab jika pemerintah pusat dan pemerintah daerah 1 visi menyelesaikan banjir lebih mudah. Dan satu hari setelah pj heru di lantik gantiin anis semua kali waduk2 semua di leruk.sumur resapan langsung distop. https://t.co/mVRu00fBvY,1885460378756538488,https://pbs.twimg.com/media/GiqAOP8bYAAwhD6.jpg,YoYoAyo17845,in,,0,1,0,https://x.com/undefined/status/1885460378756538488,1662800354789175040,
1885458101568238080,Fri Jan 31 22:46:54 +0000 2025,0,@wupipap Aku mau berangkat tapi nggak jadi semoga aja nggak nambah naik nih banjir,1885459772679610828,,wupipap,in,,0,0,0,https://x.com/undefined/status/1885459772679610828,1247838758,
1885459678131580928,Fri Jan 31 22:46:32 +0000 2025,28, Pidato Kepala Staf Brigade Qassam Syahid Muhammad al-Deif Abu Khaled saat mengumumkan dimulainya Operasi Banjir Al-Aqsa... https://t.co/wnrkyT1Igg,1885459678131581153,https://pbs.twimg.com/amplify_video_thumb/1885459302527492096/img/qAmNJ_HOBrnkEjlm.jpg,,in,,1,0,17,https://x.com/undefined/status/1885459678131581153,2437093152,
1885458735956632064,Fri Jan 31 22:42:47 +0000 2025,0,Maybank aktifkan bantuan kewangan banjir kepada pelanggan terjejas di Sabah Sarawak https://t.co/CHPeUJSlaz,1885458735956631765,,,in,,0,0,0,https://x.com/undefined/status/1885458735956631765,956573006,
1885343425761074944,Fri Jan 31 22:40:10 +0000 2025,0,"@eaudeparfumme Kalau area selatan Sarawak (Bahagian Kuching Samarahan &amp;"" Serian) banjir itu biasa. Bezanya skala banjir itu sahaja.""",1885458075991364045,,mehranisaaa,in,,0,0,0,https://x.com/undefined/status/1885458075991364045,744921588,
1884947055669551104,Fri Jan 31 22:36:22 +0000 2025,0,@Ndrewstjan 1 and only gov paling serius soal banjir memang cuman pak Ahok... But still hanya menunda n mengurangi... Begitu rantai estafet berganti kyk skrg dan downgrade cara membenahi banjir bakal jadi parah lagi banjirnya :) Merubah suatu pola n sistem tidak cukup 5thn,1885457122059792523,,Tomylim5,in,,0,0,0,https://x.com/undefined/status/1885457122059792523,875108656483782656,
1884947055669551104,Fri Jan 31 22:34:55 +0000 2025,0,@Ndrewstjan Mau ga mereka direlokasi? Tentunya tidak... Tp kl banjir teriak ga? Masuk berita ga? Tentu IYA sangat pasti jd headline... Jd ga akan pernah bisa ,1885456756081648011,,Tomylim5,in,,0,1,0,https://x.com/undefined/status/1885456756081648011,875108656483782656,
1884947055669551104,Fri Jan 31 22:34:04 +0000 2025,0,@Ndrewstjan Makanya setiap ada calon yg janji muluk banget bebas banjir saya abaikan janji itu... Paling mentok mengurangi banjir. Meniadakan banjir itu Impossible... 0% possibility Apalagi yg tinggal d daerah rendah semisal rawa {dulunya} daerah penampung air yg jd rumah2 pasti banjir,1885456541945651278,,Tomylim5,in,,0,1,0,https://x.com/undefined/status/1885456541945651278,875108656483782656,
1885254416368099072,Fri Jan 31 22:33:00 +0000 2025,3,@txtdrbekasi Dari jaman bentukannya kayak begini juga udah banjir dulu tiap tahun malah https://t.co/Dd87bUn9SF,1885456273422135364,https://pbs.twimg.com/media/Gip8fGgbYAATsbN.jpg,txtdrbekasi,in,,0,0,0,https://x.com/undefined/status/1885456273422135364,150497966,
1884947055669551104,Fri Jan 31 22:32:15 +0000 2025,0,@Ndrewstjan Sistem beliau sangat bagus tp mau sampai kapan? Kali2 di normalkan sekalipun kalau warganya masi buang sampah sembarangan dr hulu ke hilir + ujan gede n kiriman + utara resapan habis jdi bangunan banjir akan selalu ada... Utara cmn bertahan dengan tanggul dan pompa.,1885456087459217620,,Tomylim5,in,,0,1,0,https://x.com/undefined/status/1885456087459217620,875108656483782656,
1885435688335905024,Fri Jan 31 22:30:50 +0000 2025,0,@lynmorana Boleh juga idenya? Kemarin lewat ada tempat makan yang masih beroperasi pas banjir. Revelva jangan mau kalah HAHAHA,1885455728359727422,,moranalyn,in,,0,1,0,https://x.com/undefined/status/1885455728359727422,1622849169961684992,
